college_name,college_details_link,college_city_name,college_address,subject1,subject1_link,subject2,subject2_link,subject3,subject3_link,subject4,subject4_link,college_review_link,write_review_link,college_course_list_link,college_contact_detail_link,college_city_latitude,college_city_longitude,college_address_latitude,college_address_longitude
"Darchula Multiple Campus,",https://www.collegenp.com/college/darchula-multiple-campus-darchula/,Darchula,"Khalanga, Darchula",Bachelor of Arts (BA) in Rural Development,https://www.collegenp.com/course/darchula-multiple-campus-darchula-bachelor-of-arts-ba-in-rural-development-ba/,Bachelor of Arts in Social Work (BASW),https://www.collegenp.com/course/darchula-multiple-campus-darchula-bachelor-of-arts-in-social-work-basw-basw/,Bachelor of Education (B.Ed) in English,https://www.collegenp.com/course/darchula-multiple-campus-darchula-bachelor-of-education-bed-in-english-bed/,Bachelor of Education (B.Ed) in Population,https://www.collegenp.com/course/darchula-multiple-campus-darchula-bachelor-of-education-bed-in-population-bed/,https://www.collegenp.com/college/darchula-multiple-campus-darchula/#discussion,https://www.collegenp.com/college/darchula-multiple-campus-darchula/write-review/,https://www.collegenp.com/college/darchula-multiple-campus-darchula/#course-list,https://www.collegenp.com/college/darchula-multiple-campus-darchula/#contact-detail,29.91273325,80.7937158648594,29.81641475,80.54006652375705
"Daunedevi Multiple Campus,",https://www.collegenp.com/college/daunedevi-multiple-campus-nawalparasi/,Nawalparasi,"Bardaghat, Nawalparasi",Bachelor of Business Studies (BBS),https://www.collegenp.com/course/daunedevi-multiple-campus-nawalparasi-bachelor-of-business-studies-bbs-bbs/,Bachelor of Education (B.Ed),https://www.collegenp.com/course/daunedevi-multiple-campus-nawalparasi-bachelor-of-education-bed-bed/,,,,,https://www.collegenp.com/college/daunedevi-multiple-campus-nawalparasi/#discussion,https://www.collegenp.com/college/daunedevi-multiple-campus-nawalparasi/write-review/,https://www.collegenp.com/college/daunedevi-multiple-campus-nawalparasi/#course-list,https://www.collegenp.com/college/daunedevi-multiple-campus-nawalparasi/#contact-detail,27.5056796,83.7683615,27.5534571,83.7950958
"Deep Kunj English Secondary School,",https://www.collegenp.com/college/deep-kunj-english-secondary-school-lalitpur/,Lalitpur,"Saibu, Lalitpur",Ten Plus Two (10+2) Management,https://www.collegenp.com/course/deep-kunj-english-secondary-school-lalitpur-ten-plus-two-102-management-2-management/,,,,,,,https://www.collegenp.com/college/deep-kunj-english-secondary-school-lalitpur/#discussion,https://www.collegenp.com/college/deep-kunj-english-secondary-school-lalitpur/write-review/,https://www.collegenp.com/college/deep-kunj-english-secondary-school-lalitpur/#course-list,https://www.collegenp.com/college/deep-kunj-english-secondary-school-lalitpur/#contact-detail,24.70038485,78.51866758648347,27.66490635,85.3293451574824
"Devdaha Medical College,",https://www.collegenp.com/college/devdaha-medical-college-rupandehi/,Rupandehi,"Butwal, Rupandehi","Bachelor of Medicine, Bachelor of Surgery (MBBS)",https://www.collegenp.com/course/devdaha-medical-college-rupandehi-bachelor-of-medicine-bachelor-of-surgery-mbbs-mbbs/,Bachelor of Science (B.Sc) in Nursing,https://www.collegenp.com/course/devdaha-medical-college-rupandehi-bachelor-of-science-bsc-in-nursing-bsc-nursing/,PCL Nursing (Staff Nurse),https://www.collegenp.com/course/devdaha-medical-college-rupandehi-pcl-nursing-staff-nurse-staff-nurse/,PCL in General Medicine-Health Assistant (HA),https://www.collegenp.com/course/devdaha-medical-college-rupandehi-pcl-in-general-medicine-health-assistant-ha-ha/,https://www.collegenp.com/college/devdaha-medical-college-rupandehi/#discussion,https://www.collegenp.com/college/devdaha-medical-college-rupandehi/write-review/,https://www.collegenp.com/college/devdaha-medical-college-rupandehi/#course-list,https://www.collegenp.com/college/devdaha-medical-college-rupandehi/#contact-detail,27.54877355,83.40335273463867,27.6827731,83.44386204928969
"Dhankuta Institute of Health Science,",https://www.collegenp.com/college/dhankuta-institute-of-health-science-dhankuta/,Dhankuta,"Bich Bazar, Dhankuta",PCL in General Medicine-Health Assistant (HA),https://www.collegenp.com/course/dhankuta-institute-of-health-science-dhankuta-pcl-in-general-medicine-health-assistant-ha-ha/,,,,,,,https://www.collegenp.com/college/dhankuta-institute-of-health-science-dhankuta/#discussion,https://www.collegenp.com/college/dhankuta-institute-of-health-science-dhankuta/write-review/,https://www.collegenp.com/college/dhankuta-institute-of-health-science-dhankuta/#course-list,https://www.collegenp.com/college/dhankuta-institute-of-health-science-dhankuta/#contact-detail,26.9825083,87.3451034,27.0312105,87.3130525
"Dhaulagiri Multiple Campus,",https://www.collegenp.com/college/dhaulagiri-multiple-campus-baglung/,Baglung,"Baglung Bazar, Baglung",Bachelor of Business Studies (BBS),https://www.collegenp.com/course/dhaulagiri-multiple-campus-baglung-bachelor-of-business-studies-bbs-bbs/,Bachelor of Arts (BA),https://www.collegenp.com/course/dhaulagiri-multiple-campus-baglung-bachelor-of-arts-ba-ba/,Bachelor of Education (B.Ed),https://www.collegenp.com/course/dhaulagiri-multiple-campus-baglung-bachelor-of-education-bed-bed/,Bachelor of Science (B.Sc) General,https://www.collegenp.com/course/dhaulagiri-multiple-campus-baglung-bachelor-of-science-bsc-general-bsc/,https://www.collegenp.com/college/dhaulagiri-multiple-campus-baglung/#discussion,https://www.collegenp.com/college/dhaulagiri-multiple-campus-baglung/write-review/,https://www.collegenp.com/college/dhaulagiri-multiple-campus-baglung/#course-list,https://www.collegenp.com/college/dhaulagiri-multiple-campus-baglung/#contact-detail,28.3563353,83.14253600515775,28.2651055,83.6029924
"Dhaulagiri Technical School,",https://www.collegenp.com/college/dhaulagiri-technical-school-mustang/,Mustang,"Kalopani, Mustang",JTA-Plant Science,https://www.collegenp.com/course/dhaulagiri-technical-school-mustang-jta-plant-science-jta/,TSLC in Culinary Arts,https://www.collegenp.com/course/dhaulagiri-technical-school-mustang-tslc-in-culinary-arts-certificate-level/,TSLC in Hotel Management,https://www.collegenp.com/course/dhaulagiri-technical-school-mustang-tslc-in-hotel-management-certificate-level/,Veterinary JTA,https://www.collegenp.com/course/dhaulagiri-technical-school-mustang-veterinary-jta-jta/,https://www.collegenp.com/college/dhaulagiri-technical-school-mustang/#discussion,https://www.collegenp.com/college/dhaulagiri-technical-school-mustang/write-review/,https://www.collegenp.com/college/dhaulagiri-technical-school-mustang/#course-list,https://www.collegenp.com/college/dhaulagiri-technical-school-mustang/#contact-detail,35.384227,-97.7244813,28.6432806,83.5977995
"Dhulabari Campus,",https://www.collegenp.com/college/dhulabari-campus-jhapa/,Jhapa,"Dhulabari , Jhapa",Bachelor of Business Studies (BBS),https://www.collegenp.com/course/dhulabari-campus-jhapa-bachelor-of-business-studies-bbs-bbs/,Bachelor of Education (B.Ed),https://www.collegenp.com/course/dhulabari-campus-jhapa-bachelor-of-education-bed-bed/,Pre-Diploma in Civil Engineering (Civil Sub-Overseer),https://www.collegenp.com/course/dhulabari-campus-jhapa-pre-diploma-in-civil-engineering-civil-sub-overseer-sub-overseer/,Bachelor of Civil Engineering (BE Civil),https://www.collegenp.com/course/dhulabari-campus-jhapa-bachelor-of-civil-engineering-be-civil-be/,https://www.collegenp.com/college/dhulabari-campus-jhapa/#discussion,https://www.collegenp.com/college/dhulabari-campus-jhapa/write-review/,https://www.collegenp.com/college/dhulabari-campus-jhapa/#course-list,https://www.collegenp.com/college/dhulabari-campus-jhapa/#contact-detail,26.5837354,87.88570103314731,26.6677339,88.10205275468897
"Dibya Jyoti Multiple Campus,",https://www.collegenp.com/college/dibya-jyoti-multiple-campus-nawalparasi/,Nawalparasi,"Bardaghat, Nawalparasi",Bachelor of Arts (BA),https://www.collegenp.com/course/dibya-jyoti-multiple-campus-nawalparasi-bachelor-of-arts-ba-ba/,Bachelor of Business Studies (BBS),https://www.collegenp.com/course/dibya-jyoti-multiple-campus-nawalparasi-bachelor-of-business-studies-bbs-bbs/,Bachelor of Education (B.Ed),https://www.collegenp.com/course/dibya-jyoti-multiple-campus-nawalparasi-bachelor-of-education-bed-bed/,Master of Business Studies (MBS),https://www.collegenp.com/course/dibya-jyoti-multiple-campus-nawalparasi-master-of-business-studies-mbs-mbs/,https://www.collegenp.com/college/dibya-jyoti-multiple-campus-nawalparasi/#discussion,https://www.collegenp.com/college/dibya-jyoti-multiple-campus-nawalparasi/write-review/,https://www.collegenp.com/college/dibya-jyoti-multiple-campus-nawalparasi/#course-list,https://www.collegenp.com/college/dibya-jyoti-multiple-campus-nawalparasi/#contact-detail,27.5056796,83.7683615,27.5534571,83.7950958
"Divya Jyoti Secondary School Nawalparasi,",https://www.collegenp.com/college/divya-jyoti-secondary-school-nawalparasi-nawalparasi/,Nawalparasi,"Chisapani, Nawalparasi",Ten Plus Two (+2) Management,https://www.collegenp.com/course/divya-jyoti-secondary-school-nawalparasi-nawalparasi-ten-plus-two-2-management-2-management/,Ten Plus Two (+2) Humanities,https://www.collegenp.com/course/divya-jyoti-secondary-school-nawalparasi-nawalparasi-ten-plus-two-2-humanities-2-humanities/,Ten Plus Two (+2) Education,https://www.collegenp.com/course/divya-jyoti-secondary-school-nawalparasi-nawalparasi-ten-plus-two-2-education-2-education/,,,https://www.collegenp.com/college/divya-jyoti-secondary-school-nawalparasi-nawalparasi/#discussion,https://www.collegenp.com/college/divya-jyoti-secondary-school-nawalparasi-nawalparasi/write-review/,https://www.collegenp.com/college/divya-jyoti-secondary-school-nawalparasi-nawalparasi/#course-list,https://www.collegenp.com/college/divya-jyoti-secondary-school-nawalparasi-nawalparasi/#contact-detail,27.5056796,83.7683615,27.5584998,83.772754
"Dolpa Campus,",https://www.collegenp.com/college/dolpa-campus-dolpa/,Dolpa,"Dunai, Dolpa",Bachelor of Education (B.Ed),https://www.collegenp.com/course/dolpa-campus-dolpa-bachelor-of-education-bed-bed/,,,,,,,https://www.collegenp.com/college/dolpa-campus-dolpa/#discussion,https://www.collegenp.com/college/dolpa-campus-dolpa/write-review/,https://www.collegenp.com/college/dolpa-campus-dolpa/#course-list,https://www.collegenp.com/college/dolpa-campus-dolpa/#contact-detail,29.2144915,83.03580397857144,28.90301765,82.8966478813295
"Doti Multiple Campus,",https://www.collegenp.com/college/doti-multiple-campus-doti/,Doti,"Dipayal, Doti",Bachelor of Computer Application (BCA),https://www.collegenp.com/course/doti-multiple-campus-doti-bachelor-of-computer-application-bca-bca/,Bachelor of Arts (BA),https://www.collegenp.com/course/doti-multiple-campus-doti-bachelor-of-arts-ba-ba/,Bachelor of Education (B.Ed),https://www.collegenp.com/course/doti-multiple-campus-doti-bachelor-of-education-bed-bed/,Master of Arts (MA) in Nepali,https://www.collegenp.com/course/doti-multiple-campus-doti-master-of-arts-ma-in-nepali-ma/,https://www.collegenp.com/college/doti-multiple-campus-doti/#discussion,https://www.collegenp.com/college/doti-multiple-campus-doti/write-review/,https://www.collegenp.com/college/doti-multiple-campus-doti/#course-list,https://www.collegenp.com/college/doti-multiple-campus-doti/#contact-detail,29.18791065,80.8623497547798,29.2601327,80.9392387
"Drabya Shah Multiple Campus,",https://www.collegenp.com/college/drabya-shah-multiple-campus-gorkha/,Gorkha,"Laxmi Bazar, Gorkha",Bachelor of Arts (BA),https://www.collegenp.com/course/drabya-shah-multiple-campus-gorkha-bachelor-of-arts-ba-ba/,Bachelor of Business Studies (BBS),https://www.collegenp.com/course/drabya-shah-multiple-campus-gorkha-bachelor-of-business-studies-bbs-bbs/,Bachelor of Education (B.Ed),https://www.collegenp.com/course/drabya-shah-multiple-campus-gorkha-bachelor-of-education-bed-bed/,Master of Business Studies (MBS),https://www.collegenp.com/course/drabya-shah-multiple-campus-gorkha-master-of-business-studies-mbs-mbs/,https://www.collegenp.com/college/drabya-shah-multiple-campus-gorkha/#discussion,https://www.collegenp.com/college/drabya-shah-multiple-campus-gorkha/write-review/,https://www.collegenp.com/college/drabya-shah-multiple-campus-gorkha/#course-list,https://www.collegenp.com/college/drabya-shah-multiple-campus-gorkha/#contact-detail,28.2708368,84.84075830956277,27.9684994,84.6207558
"Faculty of Humanities and Social Sciences - Pokhara University,",https://www.collegenp.com/college/pokhara-university-faculty-of-humanities-and-social-sciences-pokhara/,Pokhara,"Lekhnath, Pokhara","Master in Population, Gender and Development (MPGD)",https://www.collegenp.com/course/pokhara-university-faculty-of-humanities-and-social-sciences-pokhara-master-in-population-gender-an/,Master of Arts in English (MA in English),https://www.collegenp.com/course/pokhara-university-faculty-of-humanities-and-social-sciences-pokhara-master-of-arts-in-english-ma-i/,Master of Philosophy in English (M.Phil. in English),https://www.collegenp.com/course/pokhara-university-faculty-of-humanities-and-social-sciences-pokhara-master-of-philosophy-in-english/,Doctor of Philosophy in English (Ph.D. in English),https://www.collegenp.com/course/pokhara-university-faculty-of-humanities-and-social-sciences-pokhara-doctor-of-philosophy-in-english/,https://www.collegenp.com/college/pokhara-university-faculty-of-humanities-and-social-sciences-pokhara/#discussion,https://www.collegenp.com/college/pokhara-university-faculty-of-humanities-and-social-sciences-pokhara/write-review/,https://www.collegenp.com/college/pokhara-university-faculty-of-humanities-and-social-sciences-pokhara/#course-list,https://www.collegenp.com/college/pokhara-university-faculty-of-humanities-and-social-sciences-pokhara/#contact-detail,28.209538,83.991402,28.163657,84.0578091
"Far Western University,",https://www.collegenp.com/college/far-western-university/,Kanchanpur,"Mahendranagar, Kanchanpur",,,,,,,,,https://www.collegenp.com/college/far-western-university/#discussion,https://www.collegenp.com/college/far-western-university/write-review/,https://www.collegenp.com/college/far-western-university/#course-list,https://www.collegenp.com/college/far-western-university/#contact-detail,20.50930435,76.70116940269745,28.9665746,80.1785465
"Gamvir Samudra Setu Secondary School,",https://www.collegenp.com/college/gamvir-samudra-setu-secondary-school-lalitpur/,Lalitpur,"Imadol, Lalitpur",Ten Plus Two (10+2) Management,https://www.collegenp.com/course/gamvir-samudra-setu-secondary-school-lalitpur-ten-plus-two-102-management-2-management/,Ten Plus Two (10+2) Education,https://www.collegenp.com/course/gamvir-samudra-setu-secondary-school-lalitpur-ten-plus-two-102-education-2-education/,,,,,https://www.collegenp.com/college/gamvir-samudra-setu-secondary-school-lalitpur/#discussion,https://www.collegenp.com/college/gamvir-samudra-setu-secondary-school-lalitpur/write-review/,https://www.collegenp.com/college/gamvir-samudra-setu-secondary-school-lalitpur/#course-list,https://www.collegenp.com/college/gamvir-samudra-setu-secondary-school-lalitpur/#contact-detail,24.70038485,78.51866758648347,27.666822,85.344299
